Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-06-08,TC-243,IPAM Lease,Check analytics map with lease historic data,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Map should display lease data correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-244,IPAM Lease,Export lease data as CSV file,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Click 'Export' and choose format (CSV/PDF/BIND)
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",CSV export should contain all lease data,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-245,IPAM Lease,Export lease data as PDF file,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Click 'Export' and choose format (CSV/PDF/BIND)
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PDF export should generate without errors,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-246,IPAM Lease,Import static lease data and verify,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Click 'Import' and upload the test file
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Static lease should be imported correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-247,IPAM Lease,Add custom lease data and verify,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Custom lease should be added correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-248,IPAM Lease,Verify start time and end time in static lease,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Times should be accurate for static leases,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-249,IPAM Lease,Delete lease data in IPAM,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Execute the API request as per the test scenario
4. Verify the response status code, headers and body
5. Cross-verify backend state via PowerShell/dig",Lease should be deletable without errors,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-250,IPAM Lease,Verify DDNS relations record loads in DHCP lease,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Lease
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",DDNS related records should display in lease,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,IPAM VLAN,,,,,,
2026-06-08,TC-251,IPAM VLAN,Verify VLAN data and search functionality,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > VLAN
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",VLAN data should be searchable,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-252,IPAM VLAN,Verify subnet usage and fixed count in VLAN,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > VLAN
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Usage and count should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-253,IPAM VLAN,Export VLAN data as PDF,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > VLAN
3. Click 'Export' and choose format (CSV/PDF/BIND)
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",PDF export should work correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-08,TC-254,IPAM VLAN,Export VLAN data as CSV,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > VLAN
3. Click 'Export' and choose format (CSV/PDF/BIND)
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",CSV export should work correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-255,IPAM VLAN,Verify VLAN subnet values load for DHCPv4 and DHCPv6,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > VLAN
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Subnet values should load correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,IPAM MANAGE IP,,,,,,
2026-06-09,TC-256,IPAM ManageIP,Verify ManageIP states and search,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All IP states should be searchable,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-257,IPAM ManageIP,Verify subnet usage count in ManageIP,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Usage count should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-258,IPAM ManageIP,Flush clear lease and verify in lease table,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Flush should clear leases from UI and table,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-259,IPAM ManageIP,Verify reserved and available IP status displays correctly in v4 and v6,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Status should be accurate for both versions,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-260,IPAM ManageIP,Verify number of IP addresses displays correctly,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",IP count should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-261,IPAM ManageIP,Clear flush in subnet and verify lease removal on Windows machine,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Lease should be removed from Windows machine also,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-262,IPAM ManageIP,Verify subnet stats in IPAM,"1. Login to DDI Console with valid credentials
2. Navigate to IPAM > Manage IP
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Stats should be accurate and visible,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,ANALYTICS,,,,,,
2026-06-09,TC-263,Analytics,Verify DNS query count value,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Query count should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-264,Analytics,Drill down record-wise and check each query count,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Individual record counts should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-265,Analytics,Check analytics by date - monthly hourly and daily views,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All time views should display correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-266,Analytics,Verify DHCP lease record table and record count,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Record count should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-267,Analytics,Check date filters - custom today yesterday,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All date filters should work correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-268,Analytics,Check analytics by category - hosted domains and blocked domains,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Category filtering should work correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-269,Analytics,Verify scope level zone query analytics,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scope zone queries should be tracked,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-270,Analytics,Verify SMTP block domain notification in analytics,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Block notifications should be sent via SMTP,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-271,Analytics,Verify IP addresses load correctly in analytics query table,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All IPs should be visible in query table,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-272,Analytics,Verify query aggregation loads correctly,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Aggregation values should be accurate,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-09,TC-273,Analytics,Verify non-hosted domains do not show scope level zones,"1. Login to DDI Console with valid credentials
2. Navigate to Analytics Dashboard
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scope zones should not appear in non-hosted category,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,SCHEDULING,,,,,,
2026-06-09,TC-274,Scheduling,Schedule DNS record add edit and delete,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scheduled DNS operations should execute at set time,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-275,Scheduling,Verify DNS schedule table in configuration and reports,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Schedule entries should display in table and reports,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-276,Scheduling,Schedule subnet add edit and delete (v4 and v6),"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scheduled subnet operations should work,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-277,Scheduling,Schedule shared network add edit and delete (v4 and v6),"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scheduled shared network operations should work,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-278,Scheduling,Schedule host add edit and delete (v4 and v6),"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scheduled host operations should work,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-279,Scheduling,Schedule host group add edit and delete (v4 and v6),"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scheduled host group operations should work,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-280,Scheduling,Schedule client class add edit and delete (v4 and v6),"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scheduled client class operations should work,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-281,Scheduling,Verify scheduling enable and disable for operator and admin user,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Both user types should be able to manage scheduling,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-282,Scheduling,Verify schedule status - pending success and failed,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All status types should display correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-283,Scheduling,Verify exe machine IP for Windows server add in browser,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Server should be accessible via exe machine IP,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-284,Scheduling,Verify commands when creating zone subnet host shared network via schedule,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Windows commands should execute correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-285,Scheduling,Verify configuration file push data and records details for DNS and DHCP,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Config files should be updated after schedule execution,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-286,Scheduling,Verify all record update schedule and configuration push,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Record updates should trigger config push,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-287,Scheduling,Schedule domain records add edit and delete with remove schedule field,"1. Login to DDI Console with valid credentials
2. Navigate to Configuration > Scheduling
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Schedule field should be manageable for records,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,OPERATOR AND MULTI USER,,,,,,
2026-06-10,TC-288,User Management,Verify operator account access to DNS DHCP and IPAM modules,"1. Login to DDI Console with valid credentials
2. Navigate to Admin > User Management
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Operator should have appropriate access per configuration,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-289,User Management,Verify operator DNS and DHCP config navigation,"1. Login to DDI Console with valid credentials
2. Navigate to Admin > User Management
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Navigation should work for operator accounts,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-290,User Management,Operator update zone with scope and without scope,"1. Login to DDI Console with valid credentials
2. Navigate to Admin > User Management
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Operator should be able to update zones based on permission,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-291,User Management,Operator add edit delete records and import export bind,"1. Login to DDI Console with valid credentials
2. Navigate to Admin > User Management
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Click 'Import' and upload the test file
12. Click 'Export' and choose format (CSV/PDF/BIND)
13. Verify success toast and that record appears/updates/removes in the list
14. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Record operations should work based on operator permission,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-292,User Management,Verify each navigation bar access for operator - add edit delete,"1. Login to DDI Console with valid credentials
2. Navigate to Admin > User Management
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Select the existing record from list
7. Click 'Edit' and modify the required fields
8. Click 'Save' to apply changes
9. Select the record from list
10. Click 'Delete' / 'Remove' and confirm in dialog
11. Verify success toast and that record appears/updates/removes in the list
12. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All permitted operations should work for operator,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-10,TC-293,User Management,Edit operator user type and verify DNS DHCP access changes,"1. Login to DDI Console with valid credentials
2. Navigate to Admin > User Management
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Access should update based on user type change,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,DHCP OPTIONS,,,,,,
2026-06-10,TC-294,DHCP Options,Verify no duplicate DHCP options created,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify success toast and that record appears/updates/removes in the list
8. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Each option should be unique,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-295,DHCP Options,Add custom option with vendor class type standard,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Option should be added without int base 10 error,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-296,DHCP Options,Create option with duplicate name and verify rejection,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify proper validation/error message is displayed and no change is saved",Same option name should not be allowed,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-06-11,TC-297,DHCP Options,Verify lease data loads correctly after options change,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Lease data should remain consistent,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-298,DHCP Options,Verify custom options load at scope level,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Scope level custom options should display,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-299,DHCP Options,Verify boolean custom options display yes/no dropdown in Linux,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Boolean options should show dropdown correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-300,DHCP Options,Verify option get call changes type key name to data type,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > DHCP Options
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Data type should be used instead of type,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,DNS SETTINGS AND CONFIGURATION,,,,,,
2026-06-11,TC-301,DNS Settings,Add DDNS settings and verify no unexpected keyword argument error,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",DDNS settings should be added without error,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-06-11,TC-302,DNS Settings,Update DNS settings and verify,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Settings should be updated correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
